"FOLIO","TIPO SERVICIO","ESTATUS","ZONA","FECHA SERVICIO","OPERADOR","TECNICO","COMPAÑIA","TIENDA","MARCA","MODELO","NUMERO DE SERIE","COMENTARIOS","COMENTARIOS","COMENTARIOS"
"201733","Icon","Nueva","Local","2020-03-05","victor","GERONIMO","liverpool","insurgentes - 2","golds gym","otro","","GGSY29013
05/03/2020","llamar 1 hora antes de llegar",""
"201732","Icon","Nueva","Local","2020-03-06","susana","JUAN.GONZALEZ","sears","atizapan - 246","proform","PFTL34616","","","confirmado entre  10 y  2 llamar  1hr antes de ir",""
"201731","eComerce","Terminada","Local","2020-03-03","cristina","tecnico_ausente","otro","otro","otro","otro","","Venta #2343827192 | 3 de marzo de 2020 08:52 hs.","Lubricante Para Caminadoras Lubrigym 1 Pieza 385 Ml   $ 210",""
"201730","Icon","Nueva","Foraneo","2020-03-05","jessica","Merida-Gabriel Hernandez","liverpool","merida - 76","nordic track","NTRW59147","","","",""
"201729","Tecnoservicio","Cancelada","Local","2020-03-04","jessica","VICENTE","otro","otro","golds gym","otro","GGTL59613.1","260687","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 4 / MTTO $750+ BANDA DE MOTOR $1450= $2200",""
"201728","Icon","Nueva","Foraneo","2020-03-05","jessica","Aguascaliente- Jose Gomez","liverpool","f. f aguascalientes - 58","proform","otro","","","PFEL62919",""
"201727","eComerce","Terminada","Local","2020-03-02","cristina","tecnico_ausente","otro","otro","otro","otro","","702-1096000-7471457 lun. 2 de marzo de 2020 13:20 CST","Nordictrack Bicicleta de Spinning   	$7990  NTEX03917",""
"201726","Icon","Nueva","Local","2020-03-06","jessica","GERONIMO","liverpool","liverpool","nordic track","otro","MM941R0700439","","24035/ confirmado / llamar 1hr antes de ir / entre 10 y 5",""
"201725","Icon","Terminada","Local","2020-03-04","jessica","mauricioreyes","liverpool","liverpool","nordic track","otro","MM120G0601049","","24035/ LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5 / CONFIRMADO",""
"201724","Icon","Nueva","Foraneo","2020-03-13","susana","San Luis Potosi-Pedro Montiel","sears","san luis potosi - 241","proform","PFTL34616","","","",""
"201723","Icon","Terminada","Foraneo","2020-03-04","jessica","amado","liverpool","liverpool","nordic track","24860","MM521H1B00076","","",""
"201722","Icon","Nueva","Foraneo","2020-03-06","susana","San Luis Potosi-Pedro Montiel","sears","san luis potosi - 241","proform","PFTL34616","","","",""
"201721","Icon","Nueva","Foraneo","2020-03-04","jessica","amado","sears","pachuca plaza q  - 233","proform","PFTL34616","","","",""
"201720","Icon","Nueva","Foraneo","2020-03-04","jessica","Culiacan-Arturo Lopez","sears","culiacan forum - 225","proform","PFTL34616","","","",""
"201719","Icon","Nueva","Foraneo","2020-03-04","jessica","Queretaro - Jorge Martinez","sears","victoria querétaro - 132","proform","otro","","","PFTL50717",""
"201718","Icon","Nueva","Local","2020-03-04","jessica","VICTOR","liverpool","cuernavaca - 77","nordic track","21918","","","",""
"201717","Tecnoservicio","Nueva","Local","2020-03-04","jessica","ROGELIO.O","otro","otro","nordic track","otro","","","entre 10 y 4/ confirmado / llamar 1hr antes de ir / mtto 750",""
"201716","eComerce","Terminada","Local","2020-03-02","cristina","tecnico_ausente","otro","otro","otro","otro","","lun. 2 de marzo de 2020 11:34 CST 701-9914522-7025855","ELIPTICA PRO-FORM 225 CSE 8  PFEL02915 $6750.00",""
"201715","Icon","Terminada","Local","2020-03-10","Yuridia.Rivas","ISMAEL AMBROSIO","sears","nezahualcotl -119","proform","PFTL34616","","04/03/2020","llamar 1 hora antes de llegar",""
"201714","Tecnoservicio","Nueva","Local","2020-03-09","cristina","VICENTE","otro","otro","otro","otro","NTL60010.2","","ENTREGA Y COLOCACIÓN DE MOTOR DE VELOCIDAD $ 4500 + BANDA DE PISO CON LUBRICANTE $2980 = $ 7480 - REV = $ 7030 / IMPORTANTE LLAMAR 1HR ANTES DE IR",""
"201713","Tecnoservicio","Nueva","Local","2020-03-05","maya","ROGELIO.O","otro","otro","proform","otro","PFEVEX73108.0","","venta y colocación de motor de tensión $ 1800 / IMPORTANTE LLAMAR 1HR ANTES DE IR",""
"201712","Icon","Nueva","Foraneo","2020-03-04","victor","Monterrey - Cesar Rodriguez","liverpool","liverpool","proform","PFTL49616-MX","MM440C0301580","VERSION 3","",""
"201711","Icon","Nueva","Local","2020-03-10","cristina","mauricioreyes","liverpool","santa fe - 7","proform","otro","","10/03/2020","PFEL62919/ llamar 1 hora antes de llegar",""
"201710","Icon","Terminada","Local","2020-03-06","cristina","VICTOR","liverpool","santa fe - 7","weslo","WLTL29816","","","",""
"201709","Icon","Nueva","Foraneo","2020-03-06","Yuridia.Rivas","Monterrey - Cesar Rodriguez","liverpool","monterrey galerias - 31","weslo","WLTL29816","","","",""
"201708","Tecnoservicio","Terminada","Local","2020-03-02","maya","tecnico_ausente","otro","otro","otro","otro","25027.8","","VENTA DE LUBRICANTE $210",""
"201707","eComerce","Terminada","Local","2020-03-04","cristina","CARLOS","otro","otro","otro","otro","","701-6160338-3549862 dom. 1 de marzo de 2020 23:46 CST","LUBRIGYM 3PACK $630.00/ llamar 1 hora antes de ir / horario de 10 a 5/ solo entrega de lubricantes.",""
"201706","Icon","Nueva","Foraneo","2020-03-05","Yuridia.Rivas","Leon Guanajuato - Julio","sears","plaza leon - 211","proform","PFTL80916","","","",""
"201705","Icon","Nueva","Foraneo","2020-03-05","Yuridia.Rivas","Leon Guanajuato - Julio","sears","plaza leon - 211","proform","PFTL60916","","","",""
"201704","eComerce","Terminada","Local","2020-03-04","cristina","tecnico_ausente","otro","otro","otro","otro","","dom. 1 de marzo de 2020 15:16 CST 701-7559593-1374653","Schwinn Triciclo Rojo Sting-Ray   $2590/llamar 1 hora antes de ir horario de 10 a 5/ solo entrega",""
"201703","Icon","Terminada","Foraneo","2020-03-10","susana","Xalapa-Isau Marin","sears","xalapa las americas -230","proform","PFTL34616","MM250C0211935","","",""
"201702","Icon","Nueva","Foraneo","2020-03-04","susana","Xalapa-Isau Marin","sears","xalapa las americas -230","proform","PFTL34616","","","",""
"201701","Icon","Nueva","Foraneo","2020-03-03","victor","Veracruz - Martin Gonzalez","liverpool","veracruz - 73","nordic track","25027","","","",""
"201700","Icon","Terminada","Foraneo","2020-03-04","susana","Xalapa-Isau Marin","sears","xalapa las americas -230","proform","PFTL34616","MM250C0211940","","",""
"201699","Icon","Terminada","Foraneo","2020-03-04","susana","Xalapa-Isau Marin","sears","xalapa las americas -230","proform","otro","MM031H2100219","","pftl29720",""
"201698","Icon","Nueva","Local","2020-03-11","cristina","VICTOR","sears","lindavista - 106","proform","PFTL34616","","","",""
"201697","Icon","Nueva","Local","2020-03-10","cristina","VICTOR","sears","lindavista - 106","proform","PFTL34616","","","",""
"201696","Icon","Nueva","Foraneo","2020-03-04","Yuridia.Rivas","Monterrey - Reynaldo Saldivar","liverpool","monterrey cumbres - 113","nordic track","24860","","","",""
"201695","Icon","Terminada","Local","2020-03-04","cristina","Fernando_Ramirez","sears","lindavista - 106","proform","PFEL55916","MM730G0802283","06/03/2020","LLAMAR 1 HORA ANTES DE LLEGAR",""
"201694","Icon","Nueva","Local","2020-03-07","jessica","rojasoscar","liverpool ventas por telefono","liverpool ventas por telefono","nordic track","NTL59417","","","CONFIRMADO / LLAMAR 1HR ANTES DE IR /",""
"201693","Icon","Nueva","Foraneo","2020-03-04","jessica","Hermosillo-Francisco Jimenez","liverpool","hermosillo - 50","proform","PFTL49616-MX","","","",""
"201692","Icon","Cancelada","Foraneo","2020-03-06","susana","Monterrey - Cesar Rodriguez","liverpool","monterrey galerias - 31","proform","PFTL49616-MX","","","",""
"201691","Icon","Terminada","Foraneo","2020-03-05","cristina","Durango - Carlos Salinas","sears","paseo durango -243","proform","PFTL34616","MM250C0211890","","",""
"201690","Icon","Terminada","Local","2020-03-04","jessica","mauricioreyes","marti","eureka - 4116","proform","otro","MM630C0212591","","pftl59117
confirmado entre  10 y  5 llamar 1hr antes de ir  5536686238",""
"201689","eComerce","Terminada","Local","2020-03-02","cristina","tecnico_ausente","otro","otro","otro","otro","","dom. 1 de marzo de 2020 11:50 CST  701-1562554-6156253","LUBRIGYM 3PACK $630.00",""
"201688","Icon","Nueva","Foraneo","2020-03-04","jessica","Xalapa- Enrique Corona","marti","jalapa las américas - 4197","proform","otro","","","PFTL59117",""
"201687","eComerce","Terminada","Local","2020-03-02","cristina","tecnico_ausente","otro","otro","otro","otro","","701-2642267-4068234 dom. 1 de marzo de 2020 9:10 CST","ELIPTICA PRO-FORM 225 CSE 8 PFEL02915 $6750",""
"201686","Icon","Nueva","Local","2020-03-09","susana","VICTOR","liverpool","polanco - 3","nordic track","21917","","","pfel62919",""
"201685","eComerce","Nueva","Local","2020-03-02","cristina","tecnico_ausente","otro","otro","otro","otro","","701-2642267-4068234  dom. 1 de marzo de 2020 9:10 CST","ELIPTICA PRO-FORM 225 CSE 8   	$6750  PFEL02915",""
"201684","Icon","Nueva","Foraneo","2020-03-06","susana","Tijuana-Isidro Gonzalez","sears","rio - 51 ","proform","PFTL10916","","","",""
"201683","eComerce","Terminada","Local","2020-03-02","cristina","tecnico_ausente","otro","otro","otro","otro","","sáb. 29 de febrero de 2020 18:10 CST    701-6706621-0091460","ELIPTICA PRO-FORM 225 CSE 8  PFEL02915 $6750",""
"201682","Icon","Terminada","Local","2020-03-03","susana","mauricioreyes","liverpool","polanco - 3","proform","otro","MM050G0103493","","pfel62919
confirmado entre  10 y  5 llamar 1hr antes  de ir",""
"201681","Icon","Nueva","Foraneo","2020-03-04","jessica","tampico","liverpool ventas por internet","liverpool ventas por internet","proform","otro","","","PFTL39519",""
"201680","Icon","Nueva","Foraneo","2020-03-04","jessica","Chihuahua - Eric Valenzuela","liverpool ventas por internet","liverpool ventas por internet","nordic track","25027","","","",""
"201679","Icon","Nueva","Foraneo","2020-03-06","susana","Aguascaliente- Jose Gomez","liverpool","aguascalientes - 86","weslo","WLTL29816","","","",""
"201678","Icon","Nueva","Foraneo","2020-03-04","jessica","Monterrey - Reynaldo Saldivar","liverpool","monterrey galerias - 31","proform","PFTL49616-MX","","","",""
"201677","Icon","Nueva","Foraneo","2020-03-04","jessica","Aguascaliente- Jose Gomez","liverpool ventas por internet","liverpool ventas por internet","proform","otro","","","PFTL39519",""
"201676","Icon","Nueva","Local","2020-03-03","susana","RAMIRO","sears","villacoapa - 107","proform","PFTL80916","","","confirmado entre  10 y  5 llamar  1hr antes de ir",""
"201675","Icon","Nueva","Foraneo","2020-03-04","jessica","Puebla - Jose Luis Cruz","liverpool ventas por telefono","liverpool ventas por telefono","nordic track","24860","","","",""
"201674","Icon","Terminada","Local","2020-03-09","susana","ISAIT","liverpool","ecatepec - 80","nordic track","24860","","06/03","confirmado entre  10 y 5 llamar  1hr antes de ir",""
"201673","Icon","Terminada","Foraneo","2020-03-04","jessica","Torreon-Guillermo Diaz","liverpool","torreon - 43","proform","PFTL49616-MX","mm940c0305475","","",""
"201672","Icon","Nueva","Local","2020-03-06","susana","ISAIT","liverpool","ecatepec - 80","proform","PFTL49616-MX","","","confirmado entre  10 y  2  llamar 1hr antes de ir",""
"201671","Icon","Nueva","Foraneo","2020-03-04","jessica","Merida-Gabriel Hernandez","liverpool ventas por internet","liverpool ventas por internet","golds gym","ggsy29013","","","",""
"201670","Icon","Nueva","Foraneo","2020-03-04","jessica","Queretaro - Horacio Flores","liverpool ventas por internet","liverpool ventas por internet","weslo","WLTL29816","","","",""
"201669","Icon","Terminada","Local","2020-03-09","susana","VICTOR","liverpool","ecatepec - 80","proform","PFTL49616-MX","","","",""
"201668","Icon","Nueva","Local","2020-03-06","jessica.yanez","VICTOR","sears","pachuca plaza q  - 233","proform","PFTL80916","","","",""
"201667","Icon","Nueva","Foraneo","2020-03-04","jessica","San Luis Potosi-Pedro Montiel","liverpool ventas por internet","liverpool ventas por internet","proform","otro","","","PFTL39519",""
"201666","Icon","Terminada","Local","2020-03-05","susana","ABRAHAM","liverpool","ecatepec - 80","proform","PFTL49616-MX","mm440c0301426","","confirmado entre  10 y  5 llamar 1hr antes de ir",""
"201665","Tecnoservicio","Espera de refacciones","Local","2020-03-03","susana","VICENTE","otro","otro","freemotion","otro","SFTL17911","","rev $450  
confirmado entre  10 y 5 llamar  1hr antes de ir",""
"201664","Icon","Nueva","Foraneo","2020-03-05","jessica.yanez","Guadalajara-Zamaniego","sears","guadalajara plaza - 109","proform","PFEL55916","","","LLAMAR  UNA HORA ANTES***** DE PREFERENCIA COMUNICARSE AL CELULAR ****",""
"201663","Icon","Nueva","Foraneo","2020-03-04","jessica","Monterrey - Cesar Rodriguez","liverpool","monterrey cumbres - 113","proform","PFTL49616-MX","","","",""
"201662","Icon","Nueva","Local","2020-03-06","jessica","ROGELIO.O","liverpool ventas por internet","liverpool ventas por internet","proform","otro","","","PFTL39519
confirmado entre  10 y  5 llamar  1hr antes de ir",""
"201661","Tecnoservicio","Nueva","Local","2020-03-10","jessica","JAVIER","otro","otro","proform","otro","23744.1","","Entrega y colocación de llantas $2400 / IMPORTANTE LLAMAR 1hr ANTES DE IR",""
"201660","Icon","Nueva","Local","2020-03-10","susana","RAMIRO","sears","perisur -105","proform","PFTL80916","","10/03/2020","llamar 1 hora antes de llegar",""
"201659","Icon","Nueva","Foraneo","2020-03-04","jessica","Merida-Gabriel Hernandez","liverpool ventas por internet","liverpool ventas por internet","nordic track","24860","","","",""
"201658","Icon","Nueva","Local","2020-03-09","Yuridia.Rivas","VICTOR","liverpool","polanco - 3","proform","","","PFEL62919","",""
"201657","Icon","Terminada","Foraneo","2020-03-04","jessica","Guadalajara - Miguel","liverpool","guadalajara - 78","nordic track","NTEL05917","MM840G0807919","","",""
"201656","Icon","Nueva","Local","2020-03-06","Yuridia.Rivas","mauricioreyes","liverpool","polanco - 3","nordic track","21917","","","confirmado entre  10 y  5 llamar  1hr antes de  ir",""
"201655","Icon","Nueva","Foraneo","2020-03-04","jessica","Monterrey - Cesar Rodriguez","liverpool","monterrey cumbres - 113","weslo","WLTL29816","","","",""
"201654","Icon","Nueva","Foraneo","2020-03-05","jessica.yanez","Tepic-Antonio Ayon","liverpool","tepic -80","proform","PFTL49616-MX","","","",""
"201653","Icon","Terminada","Local","2020-03-04","jessica","ISMAEL AMBROSIO","sears","satelite - 104","proform","PFTL60916","","","CONFIRMADO / LLAMAR 1HR ANTES DE IR / ENTRE 10 Y 5",""
"201652","Icon","Nueva","Foraneo","2020-03-05","jessica.yanez","Tepic-Antonio Ayon","liverpool","tepic -80","proform","otro","","PFEL62919","",""
"201651","Icon","Nueva","Foraneo","2020-03-05","jessica.yanez","Tepic-Antonio Ayon","liverpool","tepic -80","proform","otro","","PFEL62919","",""
"201650","Icon","Nueva","Local","2020-03-06","victor","ISAIT","liverpool","lindavista - 83","proform","PFTL49616-MX","","","confirmado entre  10 y 5  llamar  1hr antes de  ir",""
"201649","Tecnoservicio","Terminada","Local","2020-03-05","victor","espera_de_partes","otro","otro","otro","otro","","VENTA DE MOTOR DE VELOCIDAD DE SALCHICHA PARA PFTL60913
COSTO $ 3850.00
IMPORTE DEPOSITADO EN CUENTA BANCOMER A NOMBRE DE OSCAR GALICIA EL 02/03/2020","",""
"201648","Icon","Nueva","Foraneo","2020-03-04","jessica","San Luis Potosi-Pedro Montiel","liverpool","f. f. san luis potosi - 36","proform","PFTL49616-MX","","","",""
"201647","Icon","Nueva","Local","2020-03-04","jessica","RAMIRO","liverpool ventas por internet","liverpool ventas por internet","nordic track","otro","","","24035/ CONFIRMADO/ LLAMAR 1HR ANTES DE IR /ENTRE 10 Y 5",""
"201646","Icon","Nueva","Foraneo","2020-03-04","jessica","Guadalajara-Zamaniego","sears","guadalajara hemisferia - 226","proform","PFTL34616","","","",""
"201645","Tecnoservicio","Espera de refacciones","Local","2020-03-04","cristina","VICENTE","otro","otro","otro","otro","24995mx.0","","LLAMAR 1 HORA ANTES DE IR / HORARIO DE 10 A 5 / MTTO $750 /",""
"201644","eComerce","Terminada","Local","2020-03-02","cristina","tecnico_ausente","otro","otro","otro","otro","","701-8302137-4223441 sáb. 29 de febrero de 2020 2:59 CST","LUBRIGYM 3PACK  	$630",""
"201643","Icon","Nueva","Foraneo","2020-03-04","jessica","Monterrey - Cesar Rodriguez","liverpool","monterrey cumbres - 113","nordic track","24860","","","",""
"201642","Icon","Terminada","Local","2020-03-06","jessica","JUAN.GONZALEZ","liverpool ventas por internet","liverpool ventas por internet","nordic track","otro","","","NTL17919
confirmado entre  10 y  5 llamar  1hr antes de ir",""
"201641","eComerce","Terminada","Local","2020-03-02","cristina","tecnico_ausente","otro","otro","otro","otro","","702-5179212-6133809 vie. 28 de febrero de 2020 21:53 CST","ELIPTICA PRO-FORM 225 CSE 8  	$6750 PFEL02915",""
"201640","Tecnoservicio","Espera de refacciones","Local","2020-03-02","maya","tecnico_ausente","otro","otro","otro","otro","831.24927.1","","VENTA DE TARJETA DE CONTROL $4400 #290098 $ 4400",""
"201639","Tecnoservicio","Terminada","Local","2020-03-03","cristina","DAVID.","otro","otro","otro","otro","","","VENTA DE BANDA PARA MODELO PFTL49909.  (263X 40) $2880 + COLOCACIÓN $450 = $3330.00 / LLAMAR 1 HORA ANTES DE IR / HORARIO DE 10 A 5/ PAGADO",""
"201638","Icon","Terminada","Foraneo","2020-03-04","jessica","Torreon-Guillermo Diaz","liverpool","torreon - 43","nordic track","25049","mm830c0504994",".5
serie mm830c0504994","",""
"201637","Icon","Nueva","Local","2020-03-06","cristina","GERONIMO","marti","centro - 4101","proform","otro","","10/03/20","pftl79117
confirmado entre  10 y  5 llamar  1hr antes de ir",""
